type,amount,oldbalanceOrg,newbalanceOrig,isFraud
1,688034.32,688034.32,0.0,Fraud
1,1761021.33,1761021.33,0.0,Fraud
3,5366.72,0.0,0.0,No Fraud
3,20930.45,451840.21,430909.76,No Fraud
3,7033.77,23071.0,16037.23,No Fraud
1,3641525.7,3641525.7,0.0,Fraud
1,157353.39,157353.39,0.0,Fraud
4,1422019.38,0.0,0.0,No Fraud
1,154477.29,0.0,0.0,No Fraud
1,6580427.81,6580427.81,0.0,Fraud
4,635409.32,635409.32,0.0,Fraud
1,821138.21,821138.21,0.0,Fraud
4,3284197.88,3284197.88,0.0,Fraud
4,88649.1,88649.1,0.0,Fraud
3,17770.21,0.0,0.0,No Fraud
1,13024.95,13024.95,0.0,Fraud
1,43996.54,43996.54,0.0,Fraud
0,273928.87,9339847.14,9613776.01,No Fraud
4,108994.49,108994.49,0.0,Fraud
1,25472.32,25472.32,0.0,Fraud
4,166695.93,0.0,0.0,No Fraud
1,7360.15,7360.15,0.0,Fraud
1,112605.2,13111.0,0.0,No Fraud
1,135624.51,0.0,0.0,No Fraud
0,100578.94,91021.25,191600.18,No Fraud
4,10000000.0,25614246.07,15614246.07,Fraud
1,72665.95,72665.95,0.0,Fraud
4,164213.17,164213.17,0.0,Fraud
1,1486955.35,1486955.35,0.0,Fraud
0,3263.14,40286.0,43549.14,No Fraud
1,1069508.42,1069508.42,0.0,Fraud
4,692654.27,692654.27,0.0,Fraud
1,332.36,332.36,0.0,Fraud
1,497928.97,497928.97,0.0,Fraud
4,288881.58,0.0,0.0,No Fraud
1,71366.75,0.0,0.0,No Fraud
1,44829.81,44829.81,0.0,Fraud
0,173623.19,6561601.23,6735224.43,No Fraud
0,32484.88,21223287.96,21255772.85,No Fraud
3,720.76,0.0,0.0,No Fraud
4,272187.2,272187.2,0.0,Fraud
4,1387048.31,1387048.31,0.0,Fraud
1,2140888.35,2140888.35,0.0,Fraud
3,30403.65,74883.32,44479.68,No Fraud
1,6351930.74,6351930.74,0.0,Fraud
4,144044.35,144044.35,0.0,Fraud
0,133628.83,32166.0,165794.83,No Fraud
4,350789.59,350789.59,0.0,Fraud
1,398219.08,398219.08,0.0,Fraud
1,172838.06,358010.0,185171.94,No Fraud
1,194504.95,0.0,0.0,No Fraud
1,53067.6,0.0,0.0,No Fraud
4,6648389.9,6648389.9,0.0,Fraud
1,80800.21,80800.21,0.0,Fraud
3,344.04,39819.0,39474.96,No Fraud
4,4886423.05,4886423.05,0.0,Fraud
0,105349.99,7613130.21,7718480.21,No Fraud
4,34301.19,34301.19,0.0,Fraud
0,75032.6,39968.0,115000.6,No Fraud
1,10000000.0,10000000.0,0.0,Fraud
1,2554948.41,2554948.41,0.0,Fraud
1,5477272.72,5477272.72,0.0,Fraud
1,146655.73,364871.0,218215.27,No Fraud
1,32382.96,32382.96,0.0,Fraud
0,145293.42,2980.0,148273.42,No Fraud
0,107414.01,2337449.66,2444863.67,No Fraud
1,2828068.73,2828068.73,0.0,Fraud
0,225270.69,4744233.49,4969504.18,No Fraud
0,161597.86,20780.0,182377.86,No Fraud
3,2252.44,0.0,0.0,No Fraud
1,4672401.04,4672401.04,0.0,Fraud
1,2232667.51,2232667.51,0.0,Fraud
0,81447.3,9835758.03,9917205.32,No Fraud
1,627088.33,627088.33,0.0,Fraud
4,868858.9,0.0,0.0,No Fraud
1,31887.18,31887.18,0.0,Fraud
4,171623.1,171623.1,0.0,Fraud
1,1123561.68,1123561.68,0.0,Fraud
4,6695070.79,6695070.79,0.0,Fraud
1,43159.0,43159.0,0.0,Fraud
4,1421383.57,0.0,0.0,No Fraud
4,288263.38,288263.38,0.0,Fraud
3,16800.1,83072.0,66271.9,No Fraud
1,54235.7,54235.7,0.0,Fraud
0,18292.09,26653907.8,26672199.89,No Fraud
1,10000000.0,10000000.0,0.0,Fraud
1,1027152.36,1027152.36,0.0,Fraud
1,34975.52,0.0,0.0,No Fraud
0,208476.2,540004.0,748480.2,No Fraud
1,6262505.91,6262505.91,0.0,Fraud
1,534158.52,534158.52,0.0,Fraud
3,2128.4,20915.0,18786.6,No Fraud
4,718350.64,718350.64,0.0,Fraud
0,206969.06,9084589.7,9291558.76,No Fraud
4,10000000.0,15912204.0,5912204.0,Fraud
1,305846.12,305846.12,0.0,Fraud
1,9465988.82,9465988.82,0.0,Fraud
1,1936403.59,1936403.59,0.0,Fraud
1,254494.05,0.0,0.0,No Fraud
3,8375.37,37895.0,29519.63,No Fraud
4,5175876.53,5175876.53,0.0,Fraud
1,91882.6,91882.6,0.0,Fraud
3,6645.79,0.0,0.0,No Fraud
0,430546.61,40356.0,470902.61,No Fraud
1,342111.23,488.0,0.0,No Fraud
4,718172.22,0.0,0.0,No Fraud
1,1893451.73,1893451.73,0.0,Fraud
0,418737.13,2817457.18,3236194.31,No Fraud
1,457619.93,156331.31,0.0,No Fraud
4,86170.94,86170.94,0.0,Fraud
0,280402.09,7572403.81,7852805.9,No Fraud
1,522343.83,522343.83,0.0,Fraud
4,3947541.37,3947541.37,0.0,Fraud
4,907361.75,907361.75,0.0,Fraud
1,68662.04,0.0,0.0,No Fraud
4,11997957.55,0.0,0.0,No Fraud
3,2442.96,1535.0,0.0,No Fraud
1,730677.5,730677.5,0.0,Fraud
1,1946.74,1946.74,0.0,Fraud
1,1558.46,1558.46,0.0,Fraud
1,71216.62,71216.62,0.0,Fraud
1,35870.16,0.0,0.0,No Fraud
1,141838.2,35543.0,0.0,No Fraud
3,18178.17,52448.0,34269.83,No Fraud
1,934314.89,934314.89,0.0,Fraud
1,34023.62,82900.0,48876.38,No Fraud
4,116977.16,116977.16,0.0,Fraud
1,3424092.39,3424092.39,0.0,Fraud
3,5484.05,142506.0,137021.95,No Fraud
1,201838.59,0.0,0.0,No Fraud
4,9996886.64,9996886.64,0.0,Fraud
1,34238.2,34238.2,0.0,Fraud
1,652993.91,652993.91,0.0,Fraud
1,7239986.95,7239986.95,0.0,Fraud
0,325728.61,11235.0,336963.61,No Fraud
1,175290.91,175290.91,0.0,Fraud
3,5589.85,0.0,0.0,No Fraud
4,2754740.54,2754740.54,0.0,Fraud
0,153199.61,901303.26,1054502.87,No Fraud
4,217255.97,217255.97,0.0,Fraud
3,14842.26,32048.45,17206.19,No Fraud
4,118106.94,118106.94,0.0,Fraud
3,10599.15,14659.0,4059.85,No Fraud
4,568752.9,401.0,0.0,No Fraud
1,60726.57,60726.57,0.0,Fraud
1,106850.22,106850.22,0.0,Fraud
1,2299330.46,2299330.46,0.0,Fraud
1,101013.32,101013.32,0.0,Fraud
4,277048.48,277048.48,0.0,Fraud
1,665676.43,665676.43,0.0,Fraud
4,27723.34,27723.34,0.0,Fraud
1,126690.14,126690.14,0.0,Fraud
1,108722.4,7101.0,0.0,No Fraud
4,773978.38,8998.83,0.0,No Fraud
0,356329.75,11899.0,368228.75,No Fraud
4,235458.67,235458.67,0.0,Fraud
1,995710.58,995710.58,0.0,Fraud
0,118170.8,13902.0,132072.8,No Fraud
1,202887.77,202887.77,0.0,Fraud
4,398045.73,398045.73,0.0,Fraud
3,13090.05,80315.0,67224.95,No Fraud
3,4069.26,0.0,0.0,No Fraud
4,1262207.3,1262207.3,0.0,Fraud
4,249984.75,249984.75,0.0,Fraud
1,205825.76,0.0,0.0,No Fraud
1,362631.05,362631.05,0.0,Fraud
4,35152.53,0.0,0.0,No Fraud
1,96640.12,96640.12,0.0,Fraud
4,71329.73,71329.73,0.0,Fraud
1,39080.64,106741.0,67660.36,No Fraud
3,21235.84,0.0,0.0,No Fraud
1,615232.48,9940.0,0.0,No Fraud
3,5476.18,31238.0,25761.82,No Fraud
3,25933.19,0.0,0.0,No Fraud
4,282332.91,282332.91,0.0,Fraud
1,535654.59,535654.59,0.0,Fraud
1,261331.82,261331.82,0.0,Fraud
4,81244.31,81244.31,0.0,Fraud
3,5230.55,17682.0,12451.45,No Fraud
4,2701644.17,2701644.17,0.0,Fraud
4,38479.06,20710.0,0.0,No Fraud
1,24412.07,24412.07,0.0,Fraud
4,1128579.71,1128579.71,0.0,Fraud
1,10119.47,10119.47,0.0,Fraud
0,193554.04,2524599.17,2718153.21,No Fraud
3,18373.76,0.0,0.0,No Fraud
1,118961.3,0.0,0.0,No Fraud
3,1810.14,0.0,0.0,No Fraud
0,163706.39,19639326.15,19803032.54,No Fraud
1,23236.49,23236.49,0.0,Fraud
1,225850.53,225850.53,0.0,Fraud
1,8116.53,8116.53,0.0,Fraud
4,10000000.0,12140888.35,2140888.35,Fraud
1,286149.98,115.0,0.0,No Fraud
0,402127.07,135670.0,537797.07,No Fraud
3,23442.8,0.0,0.0,No Fraud
0,71704.86,72889.0,144593.86,No Fraud
1,302131.36,105398.0,0.0,No Fraud
0,299157.76,277.0,299434.76,No Fraud
1,29988.0,29988.0,0.0,Fraud
4,639991.03,639991.03,0.0,Fraud
4,1822772.73,1822772.73,0.0,Fraud
3,24312.31,202741.0,178428.69,No Fraud
0,84898.99,26114.0,111012.99,No Fraud
1,176626.77,176626.77,0.0,Fraud
3,6945.98,50168.0,43222.02,No Fraud
0,165172.6,2590140.06,2755312.66,No Fraud
3,14320.26,0.0,0.0,No Fraud
1,122235.11,122235.11,0.0,Fraud
3,12492.84,468.22,0.0,No Fraud
4,60495.93,0.0,0.0,No Fraud
4,1665334.68,1665334.68,0.0,Fraud
1,1217.65,226933.0,225715.35,No Fraud
0,295952.99,3007047.82,3303000.81,No Fraud
3,1716.05,5769.17,4053.13,No Fraud
1,57075.61,0.0,0.0,No Fraud
0,213227.98,21089.0,234316.98,No Fraud
3,14236.61,36568.17,22331.56,No Fraud
4,3929113.14,3929113.14,0.0,Fraud
1,50349.99,10360.0,0.0,No Fraud
1,811459.21,811459.21,0.0,Fraud
4,127156.49,127156.49,0.0,Fraud
1,140807.76,140807.76,0.0,Fraud
1,175685.66,9837.0,0.0,No Fraud
1,87903.43,14779.54,0.0,No Fraud
1,596127.11,596127.11,0.0,Fraud
1,119091.8,309316.44,190224.64,No Fraud
4,380214.33,380214.33,0.0,Fraud
0,272985.77,6736140.43,7009126.19,No Fraud
1,76646.05,76646.05,0.0,Fraud
4,2757431.53,2757431.53,0.0,Fraud
1,171788.82,171788.82,0.0,Fraud
1,10000000.0,10000000.0,0.0,Fraud
3,19076.54,0.0,0.0,No Fraud
1,653949.74,653949.74,0.0,Fraud
1,101482.03,0.0,0.0,No Fraud
1,248496.39,0.0,0.0,No Fraud
4,420270.22,420270.22,0.0,Fraud
4,536433.5,536433.5,0.0,Fraud
4,362837.15,362837.15,0.0,Fraud
1,33040.21,0.0,0.0,No Fraud
1,133563.95,0.0,0.0,No Fraud
4,509883.89,106486.0,0.0,No Fraud
1,42734.44,10452.0,0.0,No Fraud
4,22025.14,22025.14,0.0,Fraud
4,1177100.83,1177100.83,0.0,Fraud
0,51369.82,16182.0,67551.82,No Fraud
0,436221.74,4979149.18,5415370.92,No Fraud
3,3968.72,12429.26,8460.54,No Fraud
1,1561891.66,1561891.66,0.0,Fraud
3,19875.8,19492.0,0.0,No Fraud
4,332.36,332.36,0.0,Fraud
4,732198.35,732198.35,0.0,Fraud
1,678058.75,678058.75,0.0,Fraud
4,51100.55,167378.0,116277.45,No Fraud
0,252633.39,500426.0,753059.39,No Fraud
1,1827209.07,1827209.07,0.0,Fraud
4,1564952.45,1564952.45,0.0,Fraud
1,17484.29,17484.29,0.0,Fraud
1,205533.42,9998.0,0.0,No Fraud
1,3116833.75,3116833.75,0.0,Fraud
4,4438931.81,4438931.81,0.0,Fraud
1,10980.99,16032.0,5051.01,No Fraud
1,553124.56,553124.56,0.0,Fraud
3,7430.5,952.0,0.0,No Fraud
4,850002.52,850002.52,0.0,Fraud
0,283793.3,886090.44,1169883.74,No Fraud
1,50416.65,21462.0,0.0,No Fraud
1,1023189.9,1023189.9,0.0,Fraud
1,1048.63,1048.63,0.0,Fraud
1,1503297.45,1503297.45,0.0,Fraud
3,2907.32,45010.15,42102.83,No Fraud
1,10000000.0,10000000.0,0.0,Fraud
3,19398.5,0.0,0.0,No Fraud
3,40823.91,12117.0,0.0,No Fraud
3,10690.79,296810.26,286119.47,No Fraud
1,339377.37,0.0,0.0,No Fraud
0,200038.31,7302639.12,7502677.43,No Fraud
1,124897.58,46398.0,0.0,No Fraud
4,111033.79,111033.79,0.0,Fraud
1,766257.55,766257.55,0.0,Fraud
1,3043141.07,3043141.07,0.0,Fraud
4,10000000.0,14339822.23,4339822.23,Fraud
4,9467.62,9467.62,0.0,Fraud
0,7618.42,796455.29,804073.71,No Fraud
1,10000000.0,10000000.0,0.0,Fraud
1,199414.45,199414.45,0.0,Fraud
1,378688.65,378688.65,0.0,Fraud
0,15171.55,14216454.48,14231626.03,No Fraud
1,670.62,324402.33,323731.71,No Fraud
4,57658.26,57658.26,0.0,Fraud
3,12181.99,10521.0,0.0,No Fraud
4,125464.46,125464.46,0.0,Fraud
0,170436.55,413.0,170849.55,No Fraud
1,257424.09,31037.0,0.0,No Fraud
4,460635.82,460635.82,0.0,Fraud
3,27603.08,0.0,0.0,No Fraud
1,117345.35,117345.35,0.0,Fraud
1,149702.51,0.0,0.0,No Fraud
1,227994.78,227994.78,0.0,Fraud
1,546652.31,0.0,0.0,No Fraud
4,71693.42,71693.42,0.0,Fraud
1,966222.5,966222.5,0.0,Fraud
1,913684.05,913684.05,0.0,Fraud
4,1390048.67,1390048.67,0.0,Fraud
4,291305.98,291305.98,0.0,Fraud
4,618270.9,618270.9,0.0,Fraud
4,286670.9,286670.9,0.0,Fraud
1,235075.62,235075.62,0.0,Fraud
4,1697655.62,1697655.62,0.0,Fraud
4,9168747.51,9168747.51,0.0,Fraud
1,107732.98,107732.98,0.0,Fraud
1,1798215.73,1798215.73,0.0,Fraud
3,3765.8,0.0,0.0,No Fraud
4,2374490.77,2374490.77,0.0,Fraud
3,5198.51,6013.0,814.49,No Fraud
3,18543.66,0.0,0.0,No Fraud
1,494442.2,0.0,0.0,No Fraud
4,10000000.0,11343002.08,1343002.08,Fraud
3,8053.79,0.0,0.0,No Fraud
4,87698.36,87698.36,0.0,Fraud
1,75791.98,13812.0,0.0,No Fraud
4,2068313.94,2068313.94,0.0,Fraud
3,14057.22,0.0,0.0,No Fraud
3,22637.8,310979.53,288341.73,No Fraud
4,149350.35,0.0,0.0,No Fraud
3,2585.57,0.0,0.0,No Fraud
1,28398.74,0.0,0.0,No Fraud
4,2539898.07,2539898.07,0.0,Fraud
1,65091.34,65091.34,0.0,Fraud
1,7603589.38,7603589.38,0.0,Fraud
1,272350.93,10779.0,0.0,No Fraud
1,95252.89,0.0,0.0,No Fraud
1,141825.97,0.0,0.0,No Fraud
4,856386.66,856386.66,0.0,Fraud
4,7563536.91,7563536.91,0.0,Fraud
4,448265.08,448265.08,0.0,Fraud
4,1232013.7,1232013.7,0.0,Fraud
3,13691.91,97582.05,83890.15,No Fraud
4,757401.17,757401.17,0.0,Fraud
3,72235.36,11576.0,0.0,No Fraud
1,51829.2,3236.0,0.0,No Fraud
4,310712.71,310712.71,0.0,Fraud
4,14949.84,14949.84,0.0,Fraud
4,749316.7,749316.7,0.0,Fraud
1,347464.15,122756.43,0.0,No Fraud
1,48375.02,48375.02,0.0,Fraud
1,49526.43,0.0,0.0,No Fraud
3,861.65,0.0,0.0,No Fraud
1,265680.73,265680.73,0.0,Fraud
0,394673.78,108.0,394781.78,No Fraud
1,3297243.38,3297243.38,0.0,Fraud
4,1835523.44,1835523.44,0.0,Fraud
4,318390.19,0.0,0.0,No Fraud
3,5685.06,229351.46,223666.41,No Fraud
4,385050.58,385050.58,0.0,Fraud
1,4623764.68,4623764.68,0.0,Fraud
0,4776.04,262773.95,267549.99,No Fraud
0,37436.61,32991.0,70427.61,No Fraud
1,147886.66,293.0,0.0,No Fraud
4,1083860.21,1083860.21,0.0,Fraud
0,49257.27,5222675.59,5271932.86,No Fraud
4,6856104.02,6856104.02,0.0,Fraud
3,24292.84,38.0,0.0,No Fraud
0,247864.22,529921.97,777786.19,No Fraud
4,20111.45,20111.45,0.0,Fraud
3,12928.08,7040.0,0.0,No Fraud
4,2147778.33,2147778.33,0.0,Fraud
1,196254.03,196254.03,0.0,Fraud
4,4531343.47,4531343.47,0.0,Fraud
4,745735.54,40715.0,0.0,No Fraud
3,16632.3,0.0,0.0,No Fraud
0,310427.12,113119.0,423546.12,No Fraud
3,13839.46,3110.0,0.0,No Fraud
1,500989.09,16149.0,0.0,No Fraud
4,8770.06,8770.06,0.0,Fraud
1,24401.8,0.0,0.0,No Fraud
3,740.15,7618.0,6877.85,No Fraud
1,238275.17,12369.0,0.0,No Fraud
1,141508.56,141508.56,0.0,Fraud
1,773926.81,773926.81,0.0,Fraud
3,12660.87,22812.0,10151.13,No Fraud
1,188441.76,188441.76,0.0,Fraud
1,2754759.04,2754759.04,0.0,Fraud
3,6969.0,10628.0,3659.0,No Fraud
4,245841.83,92.0,0.0,No Fraud
4,1258956.71,1258956.71,0.0,Fraud
3,4680.03,33318.0,28637.97,No Fraud
3,7806.02,0.0,0.0,No Fraud
3,2775.25,59836.0,57060.75,No Fraud
4,7188425.25,7188425.25,0.0,Fraud
3,12878.21,12095.0,0.0,No Fraud
4,68755.57,68755.57,0.0,Fraud
1,438139.79,438139.79,0.0,Fraud
1,537539.57,537539.57,0.0,Fraud
1,46533.22,0.0,0.0,No Fraud
3,5663.9,0.0,0.0,No Fraud
4,10000000.0,10185510.21,185510.21,Fraud
1,127091.33,127091.33,0.0,Fraud
0,32902.63,7893764.11,7926666.74,No Fraud
1,1293595.52,1293595.52,0.0,Fraud
4,778199.03,0.0,0.0,No Fraud
1,830495.23,830495.23,0.0,Fraud
4,1002793.77,0.0,0.0,No Fraud
1,89303.18,89303.18,0.0,Fraud
1,10840.78,240516.0,229675.22,No Fraud
1,534255.94,534255.94,0.0,Fraud
0,164163.69,22431.0,186594.69,No Fraud
4,177429.18,177429.18,0.0,Fraud
1,108653.25,0.0,0.0,No Fraud
1,736521.51,736521.51,0.0,Fraud
3,26210.93,250906.38,224695.44,No Fraud
1,196265.11,33994.0,0.0,No Fraud
4,1445166.74,1445166.74,0.0,Fraud
1,342988.79,342988.79,0.0,Fraud
1,10000000.0,10000000.0,0.0,Fraud
1,342903.4,92217.0,0.0,No Fraud
1,20694.57,0.0,0.0,No Fraud
4,5166393.44,5166393.44,0.0,Fraud
1,115856.85,243620.0,127763.15,No Fraud
3,5851.52,0.0,0.0,No Fraud
0,79487.03,4609149.92,4688636.94,No Fraud
4,113273.1,113273.1,0.0,Fraud
4,365114.84,365114.84,0.0,Fraud
3,5352.61,0.0,0.0,No Fraud
4,2799902.39,2799902.39,0.0,Fraud
3,5147.47,673.0,0.0,No Fraud
1,2913787.08,2913787.08,0.0,Fraud
1,45116.24,45116.24,0.0,Fraud
1,798007.45,798007.45,0.0,Fraud
4,227349.18,227349.18,0.0,Fraud
4,333390.18,333390.18,0.0,Fraud
1,325470.07,325470.07,0.0,Fraud
3,5434.54,0.0,0.0,No Fraud
4,5979556.06,5979556.06,0.0,Fraud
1,2562459.56,2562459.56,0.0,Fraud
4,1459180.14,1459180.14,0.0,Fraud
4,2113271.99,2113271.99,0.0,Fraud
0,317729.37,2157671.15,2475400.52,No Fraud
1,175328.85,175328.85,0.0,Fraud
4,3339489.46,3339489.46,0.0,Fraud
1,14279.89,14279.89,0.0,Fraud
4,7476725.66,7476725.66,0.0,Fraud
1,60274.87,60274.87,0.0,Fraud
0,206562.92,3436982.36,3643545.28,No Fraud
1,92822.25,113491.0,20668.75,No Fraud
3,12207.05,0.0,0.0,No Fraud
1,362523.67,364802.24,2278.57,No Fraud
4,658855.33,658855.33,0.0,Fraud
1,199137.61,0.0,0.0,No Fraud
4,211721.9,211721.9,0.0,Fraud
1,175348.73,0.0,0.0,No Fraud
4,974452.84,974452.84,0.0,Fraud
1,366014.33,366014.33,0.0,Fraud
1,1743864.1,1743864.1,0.0,Fraud
1,147267.01,147267.01,0.0,Fraud
1,2096634.43,2096634.43,0.0,Fraud
3,4866.66,135.0,0.0,No Fraud
1,118111.77,118111.77,0.0,Fraud
1,93472.46,0.0,0.0,No Fraud
3,20797.16,0.0,0.0,No Fraud
4,478078.24,478078.24,0.0,Fraud
4,3602864.49,0.0,0.0,No Fraud
0,321239.99,7289434.44,7610674.43,No Fraud
1,8950011.46,8950011.46,0.0,Fraud
3,5507.97,0.0,0.0,No Fraud
3,758.06,76739.11,75981.05,No Fraud
3,13019.82,0.0,0.0,No Fraud
1,14093.48,13084.0,0.0,No Fraud
4,1861008.32,1861008.32,0.0,Fraud
4,2562459.56,2562459.56,0.0,Fraud
3,6101.12,132638.0,126536.88,No Fraud
3,4398.57,26877.8,22479.23,No Fraud
3,10419.61,1168.0,0.0,No Fraud
4,218350.42,218350.42,0.0,Fraud
1,64579.72,10744.0,0.0,No Fraud
3,13436.06,88057.84,74621.78,No Fraud
1,4129482.96,4129482.96,0.0,Fraud
1,1583.28,1583.28,0.0,Fraud
4,172603.57,0.0,0.0,No Fraud
1,456930.88,456930.88,0.0,Fraud
0,93481.6,340441.15,433922.75,No Fraud
4,126061.45,126061.45,0.0,Fraud
3,4543.42,533711.49,529168.06,No Fraud
0,91074.46,612550.07,703624.53,No Fraud
1,113050.69,0.0,0.0,No Fraud
1,104257.76,0.0,0.0,No Fraud
4,167679.27,167679.27,0.0,Fraud
0,45731.25,1914918.86,1960650.11,No Fraud
1,4262592.28,4262592.28,0.0,Fraud
3,2300.06,20483.0,18182.94,No Fraud
0,328418.86,107034.0,435452.86,No Fraud
1,108079.29,0.0,0.0,No Fraud
1,799123.57,799123.57,0.0,Fraud
1,488750.12,19973.0,0.0,No Fraud
4,10000000.0,13171085.59,3171085.59,Fraud
1,1610110.66,1610110.66,0.0,Fraud
3,1424.12,147639.0,146214.88,No Fraud
3,8577.6,785.0,0.0,No Fraud
1,155854.37,155854.37,0.0,Fraud
1,1091589.88,1091589.88,0.0,Fraud
0,5667.64,836028.07,841695.71,No Fraud
1,199448.64,99421.0,0.0,No Fraud
1,450489.27,450489.27,0.0,Fraud
4,351912.04,351912.04,0.0,Fraud
1,495773.64,495773.64,0.0,Fraud
4,120411.9,120411.9,0.0,Fraud
1,342309.91,342309.91,0.0,Fraud
4,248962.83,248962.83,0.0,Fraud
1,746518.21,746518.21,0.0,Fraud
3,39190.99,0.0,0.0,No Fraud
1,414153.16,414153.16,0.0,Fraud
0,87271.24,207682.0,294953.24,No Fraud
1,155120.39,0.0,0.0,No Fraud
1,730574.39,730574.39,0.0,Fraud
4,300931.22,0.0,0.0,No Fraud
3,16882.92,36714.0,19831.08,No Fraud
1,181543.89,181543.89,0.0,Fraud
4,881187.51,881187.51,0.0,Fraud
1,246058.52,0.0,0.0,No Fraud
1,25634.56,0.0,0.0,No Fraud
0,282145.23,1040.0,283185.23,No Fraud
1,79076.14,79076.14,0.0,Fraud
3,4250.18,10967.0,6716.82,No Fraud
3,388.04,5551.0,5162.96,No Fraud
1,167067.78,167067.78,0.0,Fraud
1,87999.25,87999.25,0.0,Fraud
3,9519.7,47887.55,38367.85,No Fraud
3,463.68,380441.22,379977.54,No Fraud
3,14209.97,204173.74,189963.76,No Fraud
1,182159.56,340213.0,158053.44,No Fraud
1,86258.11,86258.11,0.0,Fraud
0,43033.6,18841682.78,18884716.38,No Fraud
1,55247.48,55247.48,0.0,Fraud
1,34199.19,641705.0,607505.81,No Fraud
4,316882.94,316882.94,0.0,Fraud
1,278850.53,10224.0,0.0,No Fraud
1,317473.08,0.0,0.0,No Fraud
3,10554.03,137374.0,126819.97,No Fraud
0,27853.7,1997374.83,2025228.53,No Fraud
1,471218.12,25354.0,0.0,No Fraud
3,22359.22,0.0,0.0,No Fraud
3,26067.38,1190.0,0.0,No Fraud
4,73946.79,73946.79,0.0,Fraud
3,13966.28,49047.66,35081.38,No Fraud
3,39381.7,93936.0,54554.3,No Fraud
1,74581.07,74581.07,0.0,Fraud
3,12021.66,961.0,0.0,No Fraud
4,361877.28,361877.28,0.0,Fraud
3,1779.66,0.0,0.0,No Fraud
4,431356.55,431356.55,0.0,Fraud
3,2355.56,21061.0,18705.44,No Fraud
3,2845.7,8384.0,5538.3,No Fraud
1,8991625.83,8991625.83,0.0,Fraud
1,183792.2,10945.0,0.0,No Fraud
1,197265.17,0.0,0.0,No Fraud
4,2246118.53,2246118.53,0.0,Fraud
1,1858515.57,1858515.57,0.0,Fraud
3,29577.2,153200.0,123622.8,No Fraud
3,34194.54,0.0,0.0,No Fraud
4,1018352.87,136880.2,0.0,No Fraud
4,1486955.35,1486955.35,0.0,Fraud
4,202887.77,202887.77,0.0,Fraud
1,192159.13,0.0,0.0,No Fraud
1,10000000.0,10000000.0,0.0,Fraud
1,602807.17,602807.17,0.0,Fraud
1,85637.08,85637.08,0.0,Fraud
4,7482670.24,7482670.24,0.0,Fraud
4,277611.08,277611.08,0.0,Fraud
3,1338.02,55631.0,54292.98,No Fraud
4,887941.44,887941.44,0.0,Fraud
3,1226.22,239716.43,238490.21,No Fraud
4,8980853.88,8980853.88,0.0,Fraud
1,476890.47,476890.47,0.0,Fraud
0,132823.81,9132442.11,9265265.92,No Fraud
1,475693.24,475693.24,0.0,Fraud
4,552498.83,180320.26,0.0,No Fraud
1,10000000.0,10000000.0,0.0,Fraud
4,785923.26,0.0,0.0,No Fraud
3,1591.62,0.0,0.0,No Fraud
4,4104942.7,4104942.7,0.0,Fraud
1,208366.27,28086.0,0.0,No Fraud
1,7677120.59,7677120.59,0.0,Fraud
0,133013.27,20000.0,153013.27,No Fraud
4,221816.38,0.0,0.0,No Fraud
1,203119.08,203119.08,0.0,Fraud
3,5643.32,653903.65,648260.33,No Fraud
4,1595587.46,1595587.46,0.0,Fraud
1,21819.57,21819.57,0.0,Fraud
1,200330.14,387.0,0.0,No Fraud
1,10000000.0,10000000.0,0.0,Fraud
4,357226.8,357226.8,0.0,Fraud
1,153560.34,0.0,0.0,No Fraud
4,306213.63,306213.63,0.0,Fraud
4,167067.78,167067.78,0.0,Fraud
1,190425.77,0.0,0.0,No Fraud
4,42483.97,42483.97,0.0,Fraud
4,163852.19,163852.19,0.0,Fraud
4,15560.34,15560.34,0.0,Fraud
3,6982.94,0.0,0.0,No Fraud
1,351332.16,351332.16,0.0,Fraud
1,244068.01,244068.01,0.0,Fraud
1,4841332.26,4841332.26,0.0,Fraud
1,84893.58,32464.14,0.0,No Fraud
0,165153.59,4372010.0,4537163.59,No Fraud
0,8662.02,131014.0,139676.02,No Fraud
1,2374412.42,2374412.42,0.0,Fraud
1,346536.24,0.0,0.0,No Fraud
3,9781.12,0.0,0.0,No Fraud
4,9749042.95,9749042.95,0.0,Fraud
3,7076.4,49027.0,41950.6,No Fraud
3,17104.9,50200.0,33095.1,No Fraud
1,1016081.0,1016081.0,0.0,Fraud
0,92522.75,26803.0,119325.75,No Fraud
1,788855.1,788855.1,0.0,Fraud
4,165547.54,165547.54,0.0,Fraud
3,24853.12,6653.6,0.0,No Fraud
1,178344.25,178344.25,0.0,Fraud
1,31784.01,0.0,0.0,No Fraud
3,5784.49,198786.0,193001.51,No Fraud
3,11436.94,12197.0,760.06,No Fraud
4,310726.29,310726.29,0.0,Fraud
0,148326.83,4317445.86,4465772.69,No Fraud
1,313936.67,313936.67,0.0,Fraud
4,7758036.72,7758036.72,0.0,Fraud
1,3567795.25,3567795.25,0.0,Fraud
1,214386.11,0.0,0.0,No Fraud
3,26103.56,40671.0,14567.44,No Fraud
0,264178.76,5280443.71,5544622.48,No Fraud
1,704328.29,704328.29,0.0,Fraud
4,18887.22,18887.22,0.0,Fraud
0,483468.47,29540.0,513008.47,No Fraud
1,1540624.7,1540624.7,0.0,Fraud
4,30467.69,30467.69,0.0,Fraud
